problem_id,dp,constraints,machine_techniques,human_techniques,machine_solutions,correctness,follow_constraints,new_techniques,new_techniques_ratio
1894A,2,"['for loop', 'if statement']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 's', '[', '-', '1', ']', '*', '0', '2', ""'"", '{', '}', 'x', 'l', '+', 'c', 'h', '""', '\t', 'w']","def solve():
    n = int(input())
    s = input()
    a_count = 0
    b_count = 0
    for i in range(n):
        if s[i] == 'A':
            a_count += 1
        else:
            b_count += 1
",False,False,2,1.0
1894A,3,"['for loop', 'if statement', 'tuple']","['if statement', 'for loop', 'if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 's', '[', '-', '1', ']', '*', '0', '2', ""'"", '{', '}', 'x', 'l', '+', 'c', 'h', '""', '\t', 'w']","def solve():
    n = int(input())
    s = input()
    a_count = 0
    b_count = 0
    for i in range(n):
        if s[i] == 'A':
            a_count += 1
        else:
            b_count += 1
    if a_count > b_count and n != b_count or b_count > a_count and n != a_count:
        print('B')
    elif a_count < b_count and n != b_count or b_count < a_count and n != a_count:
        print('A')
    else:
        print('?')
",False,False,2,0.5
1894A,4,"['for loop', 'if statement', 'tuple', 'set']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 's', '[', '-', '1', ']', '*', '0', '2', ""'"", '{', '}', 'x', 'l', '+', 'c', 'h', '""', '\t', 'w']","def solve():
    n = int(input())
    s = input()
    a_count = 0
    b_count = 0
    for i in range(n):
        if s[i] == 'A':
            a_count += 1
        else:
            b_count += 1
    if a_count > b_count and n != b_count or b_count > a_count and n != a_count:
        print('B')
    elif a_count < b_count and n != b_count or b_count < a_count and n != a_count:
        print('A')
    else:
        print('?')
",False,False,2,1.0
1891A,0,['this is the og problem'],"['if statement', 'for loop']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', '(', ')', '{', 'w', '-', '[', ']', 'f', 'o', 'r', 'x', '=', '0', '}', '""', 'Y', 'E', 'S', '\\', '1', '&', 'N', 'O', '_', ':', ',', '*', 'k', 'T', '!', 'F', 'j', '3', '\t', '?', ""'"", '2', 'v', '7', '5', '9', '4', '8', '6', 'M', 'I', '%', 'y', 'q']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    for m in range(20):
        if (1 << m) <= n:
            for i in range(min((1 << (m + 1)) - 1, n)):
                if a[i] > a[i + 1]:
                    return ""NO""
    return ""YES""
",False,True,2,1.0
1891A,1,['if statement'],['for loop'],"['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', '(', ')', '{', 'w', '-', '[', ']', 'f', 'o', 'r', 'x', '=', '0', '}', '""', 'Y', 'E', 'S', '\\', '1', '&', 'N', 'O', '_', ':', ',', '*', 'k', 'T', '!', 'F', 'j', '3', '\t', '?', ""'"", '2', 'v', '7', '5', '9', '4', '8', '6', 'M', 'I', '%', 'y', 'q']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    print(""YES"" if all(a[i] <= a[j] for i in range(n) for j in range(min(2 ** (i + 1), n))) else ""NO"")
",False,True,1,1.0
1891A,2,"['if statement', 'for loop']","['if statement', 'for loop']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', '(', ')', '{', 'w', '-', '[', ']', 'f', 'o', 'r', 'x', '=', '0', '}', '""', 'Y', 'E', 'S', '\\', '1', '&', 'N', 'O', '_', ':', ',', '*', 'k', 'T', '!', 'F', 'j', '3', '\t', '?', ""'"", '2', 'v', '7', '5', '9', '4', '8', '6', 'M', 'I', '%', 'y', 'q']","def solve():
    n = int(input())
    a = list(map(int, input().split()))
    for i in range(n):
        a[i] -= (1 << min(i + 1, n - i))
    return 'YES' if all(a[i] <= a[i+1] for i in range(n-1)) else 'NO'
",False,False,2,1.0
1891A,3,"['if statement', 'for loop', 'tuple']","['while loop', 'for loop', 'if statement', 'matrix operation']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', '(', ')', '{', 'w', '-', '[', ']', 'f', 'o', 'r', 'x', '=', '0', '}', '""', 'Y', 'E', 'S', '\\', '1', '&', 'N', 'O', '_', ':', ',', '*', 'k', 'T', '!', 'F', 'j', '3', '\t', '?', ""'"", '2', 'v', '7', '5', '9', '4', '8', '6', 'M', 'I', '%', 'y', 'q']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    while True:
        sorted_a = [0] * n
        sorted_idx = 0
        for i in range(n):
            if not sorted_a[i]:
                val = a[i]
                j = i + 1
                while j < n and a[j] <= val:
                    val = a[j]
                    j += 1
                sorted_a[i:j] = [val] * (j - i)
                sorted_idx = max(sorted_idx, j)
        if sorted_a == a:
            return ""YES""
        else:
            for i in range(n):
                a[i] -= 1
    return ""NO""
",False,False,4,1.0
1891A,4,"['if statement', 'for loop', 'tuple', 'while loop']","['if statement', 'for loop', 'recursion']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', '(', ')', '{', 'w', '-', '[', ']', 'f', 'o', 'r', 'x', '=', '0', '}', '""', 'Y', 'E', 'S', '\\', '1', '&', 'N', 'O', '_', ':', ',', '*', 'k', 'T', '!', 'F', 'j', '3', '\t', '?', ""'"", '2', 'v', '7', '5', '9', '4', '8', '6', 'M', 'I', '%', 'y', 'q']","import sys

def solve(i, n, a):
    if i == n:
        return ""YES""
    for j in range(min(2 ** (i + 1), n)):
        if a[j] < a[i]:
            return ""NO""
    return solve(i + 1, n, a)
",False,False,3,1.0
1891A,5,"['if statement', 'for loop', 'tuple', 'while loop', 'misc']","['if statement', 'matrix operation', 'for loop']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', '(', ')', '{', 'w', '-', '[', ']', 'f', 'o', 'r', 'x', '=', '0', '}', '""', 'Y', 'E', 'S', '\\', '1', '&', 'N', 'O', '_', ':', ',', '*', 'k', 'T', '!', 'F', 'j', '3', '\t', '?', ""'"", '2', 'v', '7', '5', '9', '4', '8', '6', 'M', 'I', '%', 'y', 'q']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    print(""YES"" if all(a[j] >= a[i] for i in range(n) for j in range(i + 1, min(2 ** (i + 1), n))) else ""NO"")
",False,False,3,1.0
1890B,0,['this is the og problem'],['for loop'],"['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', 'T', ',', 'r', '[', '6', '0', ']', 'k', '(', ')', '{', '\t', 'o', 'f', '=', '1', '|', '""', 'N', 'Y', '}', '%', '&', 'w', '-', 'v', ':', ""'"", '_', 'y', '*', '2', 'x', 'O', '\\', 'E', 'S', '3', '7', '!', '?', 'F', 'q', 'z', '5', 'C', 'K', 'B', 'I']","import sys

def solve():
    n, m = map(int, input().split())
    s = input()
    t = input()
",False,True,1,1.0
1890B,1,['for loop'],['for loop'],"['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', 'T', ',', 'r', '[', '6', '0', ']', 'k', '(', ')', '{', '\t', 'o', 'f', '=', '1', '|', '""', 'N', 'Y', '}', '%', '&', 'w', '-', 'v', ':', ""'"", '_', 'y', '*', '2', 'x', 'O', '\\', 'E', 'S', '3', '7', '!', '?', 'F', 'q', 'z', '5', 'C', 'K', 'B', 'I']","import sys

def solve():
    n, m = map(int, input().split())
    s = input()
    t = input()
",False,False,1,1.0
1890B,2,"['for loop', 'while loop']",['for loop'],"['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', 'T', ',', 'r', '[', '6', '0', ']', 'k', '(', ')', '{', '\t', 'o', 'f', '=', '1', '|', '""', 'N', 'Y', '}', '%', '&', 'w', '-', 'v', ':', ""'"", '_', 'y', '*', '2', 'x', 'O', '\\', 'E', 'S', '3', '7', '!', '?', 'F', 'q', 'z', '5', 'C', 'K', 'B', 'I']","def solve():
    n, m = map(int, input().split())
    s = input()
    t = input()
",False,False,1,1.0
1890B,3,"['for loop', 'while loop', 'tuple']",['for loop'],"['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', 'T', ',', 'r', '[', '6', '0', ']', 'k', '(', ')', '{', '\t', 'o', 'f', '=', '1', '|', '""', 'N', 'Y', '}', '%', '&', 'w', '-', 'v', ':', ""'"", '_', 'y', '*', '2', 'x', 'O', '\\', 'E', 'S', '3', '7', '!', '?', 'F', 'q', 'z', '5', 'C', 'K', 'B', 'I']","import sys

def solve():
    n, m = map(int, input().split())
    s = input()
    t = input()
",False,False,1,1.0
1890B,4,"['for loop', 'while loop', 'tuple', 'recursion']",['for loop'],"['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', ' ', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', 'a', 'm', 'p', ';', 'T', ',', 'r', '[', '6', '0', ']', 'k', '(', ')', '{', '\t', 'o', 'f', '=', '1', '|', '""', 'N', 'Y', '}', '%', '&', 'w', '-', 'v', ':', ""'"", '_', 'y', '*', '2', 'x', 'O', '\\', 'E', 'S', '3', '7', '!', '?', 'F', 'q', 'z', '5', 'C', 'K', 'B', 'I']","def solve():
    n, m = map(int, input().split())
    s = input()
    t = input()
",False,False,1,1.0
1890A,0,['this is the og problem'],"['if statement', 'for loop', 'set', 'dictionary', 'hashmap']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', '(', ')', '{', '\t', ',', 'x', 'w', '-', 'f', 'o', 'r', '=', '0', '[', ']', 'z', '1', '|', '2', '&', 'v', '""', 'Y', '\\', 'N', '}', 'E', 'S', 'O', 'j', ':', '_', 'k', '3', ""'"", 'L', 'y', 'T', '?', 'A', 'F', 'C', '9', '8', '4', '5', '%', '*', 'q', 'I', 'M']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    if len(set(a)) == 1:
        print(""Yes"")
        return
    cnt = {}
    for i in range(n):
        cnt[a[i]] = cnt.get(a[i], 0) + 1
    if len(cnt.keys()) > 2 or (len(cnt.keys()) == 2 and list(cnt.values())[0] % 2 != 0):
        print(""No"")
        return
    print(""Yes"")
",True,True,5,1.0
1890A,1,['if statement'],"['for loop', 'dictionary', 'if statement']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', '(', ')', '{', '\t', ',', 'x', 'w', '-', 'f', 'o', 'r', '=', '0', '[', ']', 'z', '1', '|', '2', '&', 'v', '""', 'Y', '\\', 'N', '}', 'E', 'S', 'O', 'j', ':', '_', 'k', '3', ""'"", 'L', 'y', 'T', '?', 'A', 'F', 'C', '9', '8', '4', '5', '%', '*', 'q', 'I', 'M']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    cnt = {}
    for x in a:
        if x not in cnt:
            cnt[x] = 0
        cnt[x] += 1
    if len(cnt) == 1 or (len(cnt) == 2 and max(cnt.values()) <= n // 2):
        print(""Yes"")
    else:
        print(""No"")
",True,False,3,1.0
1890A,2,"['if statement', 'tuple']","['if statement', 'set', 'dictionary', 'sorting']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', '(', ')', '{', '\t', ',', 'x', 'w', '-', 'f', 'o', 'r', '=', '0', '[', ']', 'z', '1', '|', '2', '&', 'v', '""', 'Y', '\\', 'N', '}', 'E', 'S', 'O', 'j', ':', '_', 'k', '3', ""'"", 'L', 'y', 'T', '?', 'A', 'F', 'C', '9', '8', '4', '5', '%', '*', 'q', 'I', 'M']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    b = sorted(a)
    if len(set(b)) == 1:
        print(""Yes"")
        return
    elif len(set(b)) > 2 or (len(set(b)) == 2 and abs(b[0] - b[1]) % 2 != 0):
        print(""No"")
        return
    else:
        c = [b.count(x) for x in set(b)]
        if sum(c) >= n + 1 or c[0] > (n + 1) // 2:
            print(""No"")
        else:
            print(""Yes"")
",True,False,4,1.0
1890A,3,"['if statement', 'tuple', 'sorting']","['if statement', 'for loop', 'dictionary', 'hashmap']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', '(', ')', '{', '\t', ',', 'x', 'w', '-', 'f', 'o', 'r', '=', '0', '[', ']', 'z', '1', '|', '2', '&', 'v', '""', 'Y', '\\', 'N', '}', 'E', 'S', 'O', 'j', ':', '_', 'k', '3', ""'"", 'L', 'y', 'T', '?', 'A', 'F', 'C', '9', '8', '4', '5', '%', '*', 'q', 'I', 'M']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    cnt = {}
    for x in a:
        if x not in cnt:
            cnt[x] = 0
        cnt[x] += 1
    print(""Yes"" if len(cnt) == 1 or (len(cnt) == 2 and abs(list(cnt.values())[0] - list(cnt.values())[1]) <= 1) else ""No"")
",True,False,4,1.0
1890A,4,"['if statement', 'tuple', 'sorting', 'for loop']","['if statement', 'dictionary', 'hashmap']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', '(', ')', '{', '\t', ',', 'x', 'w', '-', 'f', 'o', 'r', '=', '0', '[', ']', 'z', '1', '|', '2', '&', 'v', '""', 'Y', '\\', 'N', '}', 'E', 'S', 'O', 'j', ':', '_', 'k', '3', ""'"", 'L', 'y', 'T', '?', 'A', 'F', 'C', '9', '8', '4', '5', '%', '*', 'q', 'I', 'M']","from collections import Counter

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    counter = Counter(a)
    if len(counter) == 1:
        print(""Yes"")
        return
    elif len(counter) > 2 or (len(counter) == 2 and not (list(counter.values())[0] == n - 1 and list(counter.values())[1] == 1)):
        print(""No"")
        return
    else:
        print(""Yes"")
",True,False,3,1.0
1890A,5,"['if statement', 'tuple', 'sorting', 'for loop', 'set']",['for loop'],"['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', '(', ')', '{', '\t', ',', 'x', 'w', '-', 'f', 'o', 'r', '=', '0', '[', ']', 'z', '1', '|', '2', '&', 'v', '""', 'Y', '\\', 'N', '}', 'E', 'S', 'O', 'j', ':', '_', 'k', '3', ""'"", 'L', 'y', 'T', '?', 'A', 'F', 'C', '9', '8', '4', '5', '%', '*', 'q', 'I', 'M']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    b = [0] * 100001
    for i in range(n):
        b[a[i]] += 1
    if n == 2:
        print(""Yes"")
        return
    c = sum(1 for x in b if x > 1)
    d = sum(b) - c
    e = max(b)
    f = min(b)
    g = (e + f) // 2
    h = n - c
    i = b.count(g)
    j = b.count(f)
    k = abs(i - j)
    if k == 0 or (k == 1 and h >= 3):
        print(""Yes"")
    else:
        print(""No"")
",False,False,1,1.0
1886A,0,['this is the og problem'],"['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', '<', '6', '9', '""', 'N', 'O', 'l', 's', 'Y', 'E', 'S', '%', '3', '0', '1', ',', '4', '-', '5', '2', '7', ""'"", '[', ']', ';', 'x', 'm', '*', '+', '\t', '>', 'd', '!', '8', '#', 'c', 'b', '/', '.', 'h', '{', '&', 'w', '|', '\\', '}', 'y', 'z', 'k', 'v']","import sys

def solve():
    n = int(input())
    if n < 7 or (n - 3) % 3 == 0:
        print(""NO"")
    else:
        for x in range(1, n-2):
            if x % 3 != 0 and (n-x) % 3 != 0 and (n-x-1) % 3 != 0:
                print(""YES"")
                print(x, n-x, n-x-1)
                return
        print(""NO"")
",False,True,2,1.0
1886A,1,['if statement'],['for loop'],"['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', '<', '6', '9', '""', 'N', 'O', 'l', 's', 'Y', 'E', 'S', '%', '3', '0', '1', ',', '4', '-', '5', '2', '7', ""'"", '[', ']', ';', 'x', 'm', '*', '+', '\t', '>', 'd', '!', '8', '#', 'c', 'b', '/', '.', 'h', '{', '&', 'w', '|', '\\', '}', 'y', 'z', 'k', 'v']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        if (n - 1) // 3 * 2 + 1 <= n and (n - 1) // 3 * 2 % 3 != 0:
            print(""YES"")
            print((n - 1) // 3 * 2, (n - 1) // 3 * 2 + 1, 1)
        else:
            print(""NO"")
",False,True,1,1.0
1886A,2,"['if statement', 'for loop']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', '<', '6', '9', '""', 'N', 'O', 'l', 's', 'Y', 'E', 'S', '%', '3', '0', '1', ',', '4', '-', '5', '2', '7', ""'"", '[', ']', ';', 'x', 'm', '*', '+', '\t', '>', 'd', '!', '8', '#', 'c', 'b', '/', '.', 'h', '{', '&', 'w', '|', '\\', '}', 'y', 'z', 'k', 'v']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        if (n - 3) % 3 == 0 and (n - 6) > 2:
            print(""YES"")
            print(1, 4, n-5)
        elif n < 7 or n == 9:
            print(""NO"")
        else:
            print(""YES"")
            print((n-8)//2 + 1, (n-8)//2 + 2, 2)
",False,False,2,1.0
1886A,3,"['if statement', 'for loop', 'tuple']","['if statement', 'for loop', 'while loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', '<', '6', '9', '""', 'N', 'O', 'l', 's', 'Y', 'E', 'S', '%', '3', '0', '1', ',', '4', '-', '5', '2', '7', ""'"", '[', ']', ';', 'x', 'm', '*', '+', '\t', '>', 'd', '!', '8', '#', 'c', 'b', '/', '.', 'h', '{', '&', 'w', '|', '\\', '}', 'y', 'z', 'k', 'v']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        if n % 3 == 0:
            print(""NO"")
        else:
            x = (n - 1) // 2
            y = (n - 1) // 2 + 1
            z = 1
            while x == y or x == z or y == z:
                x -= 1
                y += 1
            print(""YES"")
            print(x, y, z)
",False,False,3,1.0
1886A,4,"['if statement', 'for loop', 'tuple', 'depth first search']","['if statement', 'for loop', 'break statement', 'tuple', 'misc']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', '<', '6', '9', '""', 'N', 'O', 'l', 's', 'Y', 'E', 'S', '%', '3', '0', '1', ',', '4', '-', '5', '2', '7', ""'"", '[', ']', ';', 'x', 'm', '*', '+', '\t', '>', 'd', '!', '8', '#', 'c', 'b', '/', '.', 'h', '{', '&', 'w', '|', '\\', '}', 'y', 'z', 'k', 'v']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        result = None
        for x in range(1, n // 3 + 1):
            if x % 3 != 0:
                y = n - x
                z = y - x
                if z > 0 and z % 3 != 0 and x != y and x != z and y != z:
                    result = (x, y, z)
                    break
        if result is None:
            print(""NO"")
        else:
            print(""YES"")
            print(*result)
",False,False,5,1.0
1886A,5,"['if statement', 'for loop', 'tuple', 'depth first search', 'matrix operation']","['if statement', 'for loop', 'misc']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', '<', '6', '9', '""', 'N', 'O', 'l', 's', 'Y', 'E', 'S', '%', '3', '0', '1', ',', '4', '-', '5', '2', '7', ""'"", '[', ']', ';', 'x', 'm', '*', '+', '\t', '>', 'd', '!', '8', '#', 'c', 'b', '/', '.', 'h', '{', '&', 'w', '|', '\\', '}', 'y', 'z', 'k', 'v']","import sys

def solve():
    t = int(input())
    result = []
    for _ in range(t):
        n = int(input())
        if n < 7 or (n - 3) % 3 == 0:
            result.append(""NO"")
        else:
            result.append(""YES"")
            result.append(f""1 {n-4} {n-6}"")
    return ""\n"".join(result)
",False,False,3,1.0
1884A,0,['this is the og problem'],"['for loop', 'tuple', 'misc']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', 'T', '_', ',', 'x', 'k', 'f', '(', ')', '{', 'r', '?', '1', '0', '%', ':', '}', '\t', 'o', '-', 'w', '!', '=', 'q', '[', ']', '*', 'N', 'y', '&', ""'"", '\\', 'v', 'j', '""', 'C', 'G', 'P', 'O', '8', '4', 'A', 'S', 'D', '2', 'M', 'I']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
",False,True,3,1.0
1884A,1,['break statement'],"['for loop', 'if statement', 'tuple']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', 'T', '_', ',', 'x', 'k', 'f', '(', ')', '{', 'r', '?', '1', '0', '%', ':', '}', '\t', 'o', '-', 'w', '!', '=', 'q', '[', ']', '*', 'N', 'y', '&', ""'"", '\\', 'v', 'j', '""', 'C', 'G', 'P', 'O', '8', '4', 'A', 'S', 'D', '2', 'M', 'I']","def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
",False,True,3,1.0
1884A,2,"['break statement', 'continue statement']",['for loop'],"['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', 'T', '_', ',', 'x', 'k', 'f', '(', ')', '{', 'r', '?', '1', '0', '%', ':', '}', '\t', 'o', '-', 'w', '!', '=', 'q', '[', ']', '*', 'N', 'y', '&', ""'"", '\\', 'v', 'j', '""', 'C', 'G', 'P', 'O', '8', '4', 'A', 'S', 'D', '2', 'M', 'I']","def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
",False,True,1,1.0
1884A,3,"['break statement', 'continue statement', 'if statement']","['for loop', 'while loop', 'if statement', 'break statement', 'hashmap']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', 'T', '_', ',', 'x', 'k', 'f', '(', ')', '{', 'r', '?', '1', '0', '%', ':', '}', '\t', 'o', '-', 'w', '!', '=', 'q', '[', ']', '*', 'N', 'y', '&', ""'"", '\\', 'v', 'j', '""', 'C', 'G', 'P', 'O', '8', '4', 'A', 'S', 'D', '2', 'M', 'I']","def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
        while True:
            s = sum(map(int, str(x)))
            if s % k == 0:
                print(x)
                break
            x += 1
",True,False,5,1.0
1884A,4,"['break statement', 'continue statement', 'if statement', 'while loop']","['if statement', 'for loop', 'while loop', 'break statement']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', 'T', '_', ',', 'x', 'k', 'f', '(', ')', '{', 'r', '?', '1', '0', '%', ':', '}', '\t', 'o', '-', 'w', '!', '=', 'q', '[', ']', '*', 'N', 'y', '&', ""'"", '\\', 'v', 'j', '""', 'C', 'G', 'P', 'O', '8', '4', 'A', 'S', 'D', '2', 'M', 'I']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
        i = 0
        while True:
            num = x + i * k
            s = sum(map(int, str(num)))
            if s % k == 0:
                print(num)
                break
            i += 1
",False,False,4,1.0
1884A,5,"['break statement', 'continue statement', 'if statement', 'while loop', 'for loop']","['for loop', 'while loop', 'break statement', 'if statement', 'hashmap']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'b', 't', 's', '/', '+', '.', 'h', '>', '\r', '\n', 'g', ' ', 'a', 'm', 'p', ';', 'T', '_', ',', 'x', 'k', 'f', '(', ')', '{', 'r', '?', '1', '0', '%', ':', '}', '\t', 'o', '-', 'w', '!', '=', 'q', '[', ']', '*', 'N', 'y', '&', ""'"", '\\', 'v', 'j', '""', 'C', 'G', 'P', 'O', '8', '4', 'A', 'S', 'D', '2', 'M', 'I']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, k = map(int, input().split())
        s = sum(map(int, str(x)))
        while True:
            if (s + 1) % k == 0:
                print(x + 1)
                break
            x += 1
",False,False,5,1.0
1883A,0,['this is the og problem'],"['if statement', 'for loop', 'matrix operation', 'dynamic programming']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\n', 's', '=', '""', '1', '2', '3', '4', '5', '6', '7', '8', '9', '0', '.', 'd', 'x', '[', ']', ',', 'l', '+', 'b', '-', '\r', ""'"", 'k', 'c', 'm', '!', 'y', '#', '<', '>', ';', '{', 'w', 'h', '}', '/', '\\', '\t', 'q', 'C', 'F', 'R', 'M', 'v', 'j', 'T', '*', 'z']","import sys

def solve():
    pin = input()
    n = len(pin)
    dp = [[0 for _ in range(10)] for _ in range(n)]
    
    # Initialize first row of dp table
    for j in range(10):
        if j == int(pin[0]):
            dp[0][j] = 1
        elif j != 9 and j != 0:
            dp[0][j] = 2
        else:
            dp[0][j] = 3
    
    # Fill in the rest of the dp table
    for i in range(1, n):
        for j in range(10):
            if j == int(pin[i]):
                dp[i][j] = min(dp[i-1][:]) + 1
            elif j != 9 and j != 0:
                dp[i][j] = min(dp[i-1][max(j-1, 0):min(j+2, 10)]) + 1
            else:
                dp[i][j] = min(dp[i-1][:]) + 3
    
    # Find the minimum value in the last row of the dp table
    return min(dp[-1])
",False,True,4,1.0
